"m=20" "m=40" "m=60" "m=80" "m=100" "m=120" "m=140" "m=160" "m=180" "m=200" "m=220" "m=240" "m=260"
"trial33" -25.7722534089992 -24.1292656313282 -24.1124039774005 -23.9902711846417 -23.8865823579018 -23.6579361747162 -23.3058284824963 -23.018660868612 -22.7658068648901 -22.6256881792314 -22.5159890503774 -22.4600597741177 -22.3863434096076
"trial34" -25.8110722168625 -24.1966409042537 -24.1112543800943 -24.0080290959632 -23.8324135466484 -23.6136924546481 -23.2898924727536 -22.9612308441216 -22.66081763857 -22.5471995614612 -22.3924848594216 -22.3412372735592 -22.2492910187358
"trial35" -25.7446269233152 -24.1654751321078 -24.0908818730423 -24.0038351736705 -23.8986681797175 -23.6390354656734 -23.3797751439395 -22.9666459892052 -22.674628140969 -22.5406568871681 -22.4221001033996 -22.3891876141188 -22.3172056965168
"trial36" -25.7360737311151 -24.1387801622405 -24.1410068084977 -23.9809596498618 -23.858742457753 -23.7280141839415 -23.2455848758082 -22.9753429808762 -22.7420970415066 -22.5668688323032 -22.4548397145335 -22.4112507348029 -22.328958181463
"trial37" -25.7948492535854 -24.1340156915551 -24.1318274327841 -24.021660559422 -23.825679984647 -23.6306726966455 -23.3491004659906 -22.9406604487556 -22.7036111434331 -22.5743690250544 -22.4456510324538 -22.2934531921267 -22.3268688773581
"trial38" -25.7445444232703 -24.1405317937454 -24.0998007459347 -24.0127548371168 -23.9246909796863 -23.6726618979741 -23.3482263191663 -23.0492070905692 -22.8110696222382 -22.6000308540903 -22.5006646617087 -22.3625778699748 -22.3920555452592
"trial39" -25.8174659123614 -24.1282668019317 -24.080790479043 -23.9830946750636 -23.8863488553964 -23.6670490230562 -23.3707676274338 -23.0589569657968 -22.7847816862038 -22.6346727431346 -22.4017663867046 -22.365675978055 -22.3697079867451
"trial40" -25.7677091512827 -24.1308240779051 -24.1338770928313 -23.9842443805965 -23.8670755102332 -23.6796677193907 -23.3216372589209 -22.9417629265157 -22.675629983174 -22.5603602712056 -22.4002427131136 -22.447554375747 -22.3061364040248
"trial41" -25.7754543652065 -24.1200128894505 -24.1386238490632 -23.9644822583397 -23.8624528001096 -23.629263658547 -23.2789812372733 -22.9523887908807 -22.7591815419947 -22.5971962442924 -22.4905262102703 -22.448102555546 -22.3455420694527
"trial42" -25.7992238236025 -24.1287929728123 -24.1054781626422 -24.0385269655096 -23.891056610826 -23.6290987294994 -23.3274192167473 -23.0413726863325 -22.7385643410405 -22.5808804219484 -22.5268370738658 -22.3611749297974 -22.3541138775514
"trial43" -25.8375593934033 -24.1705943145672 -24.0330422294989 -23.9759258402577 -23.8655664216451 -23.6905556578812 -23.2911322049031 -23.0018331619894 -22.7818476911908 -22.6296446879925 -22.5439976157389 -22.4383573455466 -22.4462436222101
"trial44" -25.751603549246 -24.1196034461338 -24.0680967274671 -23.9621924170555 -23.831619791657 -23.6962192031696 -23.3620940962974 -23.0554451228619 -22.7939778151638 -22.6462197959754 -22.4955379532681 -22.4536800531603 -22.4024036131758
"trial45" -25.7711362131482 -24.1872246783404 -24.1126435962922 -24.0468330437823 -23.8597407806833 -23.6594833763647 -23.3006280424284 -22.9763298313031 -22.8060851703643 -22.5869480976111 -22.3922385373708 -22.3163079266184 -22.3304086188085
"trial46" -25.7476355309833 -24.1427666371717 -24.0501707489027 -24.0125863470175 -23.9077284228372 -23.6413939492054 -23.3484223955294 -23.0331803436442 -22.8414132846538 -22.6495848796051 -22.5028843712316 -22.3751711312811 -22.3364129613866
"trial47" -25.7858297537617 -24.162183252343 -24.1097983310871 -23.9382653087204 -23.8650946677445 -23.6559014789224 -23.3164142482296 -23.0650395157316 -22.7838022916442 -22.6245094610129 -22.5167795885002 -22.3857900484052 -22.4159933007465
"trial48" -25.8019332585427 -24.1124279642418 -24.0691787660302 -24.0249335684399 -23.8647580385256 -23.6448068829521 -23.3220395085379 -22.963211526358 -22.8322435171915 -22.5851969213165 -22.4672645942371 -22.4424079163948 -22.3578671693469
"trial49" -25.7632595392945 -24.1872665875804 -24.1556293733015 -24.0147199948023 -23.8772475905277 -23.6319152516014 -23.3819575421898 -23.0582522278093 -22.7527691546374 -22.5336070174498 -22.5045458855143 -22.3185845527545 -22.3220934139776
"trial50" -25.7781832687008 -24.154746691821 -24.1159251306002 -23.9862955381479 -23.8788699704664 -23.6436871824075 -23.3946434106995 -23.0050973199672 -22.7341347993495 -22.573177840239 -22.4696138138452 -22.3563523557275 -22.3913499614485
